t_s,ref_pos_kPa,P_pos_kPa,ref_neg_kPa,P_neg_kPa,u_mi_pos,u_ma_pos,u_at_pos,u_mi_neg,u_ma_neg,u_at_neg
0.0000,101.3250,103.4588,101.3250,100.7845,0.00,0.00,0.00,0.00,0.00,0.00
0.0020,101.3250,110.7605,101.3250,98.9579,0.00,0.00,0.00,0.00,0.00,0.00
0.0040,101.3250,124.1513,101.3250,95.6764,0.00,0.00,0.01,0.00,0.00,0.01
0.0060,101.3250,143.2171,101.3250,91.1396,0.00,0.00,0.02,0.00,0.00,0.02
0.0080,101.3250,166.8292,101.3250,85.7440,0.00,0.00,0.05,0.00,0.00,0.04
0.0100,101.3250,193.5976,101.3250,79.9533,0.00,0.00,0.09,0.00,0.00,0.07
0.0120,101.3250,222.1664,101.3250,74.2104,0.00,0.00,0.14,0.00,0.00,0.11
0.0140,101.3250,251.3706,101.3250,68.8874,0.00,0.00,0.21,0.00,0.00,0.17
0.0160,101.3250,280.2507,101.3250,64.2625,0.00,0.00,0.30,0.00,0.00,0.23
0.0180,101.3250,307.9833,101.3250,60.5173,0.00,0.00,0.41,0.00,0.00,0.30
0.0200,101.3250,333.8146,101.3250,57.7456,0.00,0.00,0.53,0.00,0.00,0.39
0.0220,101.3250,357.0154,101.3250,55.9663,0.00,0.00,0.67,0.00,0.00,0.47
0.0240,101.3250,376.8528,101.3250,55.1355,0.00,0.00,0.83,0.00,0.00,0.56
0.0260,101.3250,392.5699,101.3250,55.1559,0.00,0.00,0.99,0.00,0.00,0.66
0.0280,101.3250,403.3405,101.3250,55.8844,0.00,0.00,1.17,0.00,0.00,0.75
0.0300,101.3250,408.1597,101.3250,57.1434,0.00,0.00,1.35,0.00,0.00,0.84
0.0320,101.3250,406.5045,101.3250,58.7382,0.00,0.00,1.53,0.00,0.00,0.93
0.0340,101.3250,398.8305,101.3250,60.4782,0.00,0.00,1.72,0.00,0.00,1.01
0.0360,101.3250,386.3733,101.3250,62.1949,0.00,0.00,1.89,0.00,0.00,1.09
0.0380,101.3250,371.2600,101.3250,63.7550,0.00,0.00,2.07,0.00,0.00,1.17
0.0400,101.3250,355.9931,101.3250,65.0658,0.00,0.00,2.23,0.00,0.00,1.25
0.0420,101.3250,342.6664,101.3250,66.0758,0.00,0.00,2.38,0.00,0.00,1.32
0.0440,101.3250,332.7024,101.3250,66.7702,0.00,0.00,2.52,0.00,0.00,1.39
0.0460,101.3250,326.8112,101.3250,67.1643,0.00,0.00,2.66,0.00,0.00,1.46
0.0480,101.3250,325.0754,101.3250,67.2956,0.00,0.00,2.80,0.00,0.00,1.53
0.0500,101.3250,327.0945,101.3250,67.2160,0.00,0.00,2.93,0.00,0.00,1.60
0.0520,101.3250,332.1426,101.3250,66.9845,0.00,0.00,3.07,0.00,0.00,1.67
0.0540,101.3250,339.3120,101.3250,66.6607,0.00,0.00,3.21,0.00,0.00,1.73
0.0560,101.3250,347.6296,101.3250,66.3001,0.00,0.00,3.35,0.00,0.00,1.80
0.0580,101.3250,356.1451,101.3250,65.9502,0.00,0.00,3.50,0.00,0.00,1.87
0.0600,101.3250,363.9943,101.3250,65.6489,0.00,0.00,3.65,0.00,0.00,1.94
0.0620,101.3250,370.4462,101.3250,65.4229,0.00,0.00,3.81,0.00,0.00,2.02
0.0640,101.3250,374.9421,101.3250,65.2880,0.00,0.00,3.97,0.00,0.00,2.09
0.0660,101.3250,377.1306,101.3250,65.2503,0.00,0.00,4.13,0.00,0.00,2.16
0.0680,101.3250,376.9005,101.3250,65.3070,0.00,0.00,4.30,0.00,0.00,2.23
0.0700,101.3250,374.3982,101.3250,65.4487,0.00,0.00,4.46,0.00,0.00,2.30
0.0720,101.3250,370.0123,101.3250,65.6614,0.00,0.00,4.63,0.00,0.00,2.38
0.0740,101.3250,364.3160,101.3250,65.9281,0.00,0.00,4.79,0.00,0.00,2.45
0.0760,101.3250,357.9755,101.3250,66.2312,0.00,0.00,4.95,0.00,0.00,2.52
0.0780,101.3250,351.6498,101.3250,66.5536,0.00,0.00,5.10,0.00,0.00,2.59
0.0800,101.3250,345.9058,101.3250,66.8802,0.00,0.00,5.25,0.00,0.00,2.66
0.0820,101.3250,341.1617,101.3250,67.1984,0.00,0.00,5.40,0.00,0.00,2.73
0.0840,101.3250,337.6619,101.3250,67.4988,0.00,0.00,5.54,0.00,0.00,2.79
0.0860,101.3250,335.4802,101.3250,67.7754,0.00,0.00,5.68,0.00,0.00,2.86
0.0880,101.3250,334.5416,101.3250,68.0251,0.00,0.00,5.82,0.00,0.00,2.93
0.0900,101.3250,334.6574,101.3250,68.2475,0.00,0.00,5.96,0.00,0.00,3.00
0.0920,101.3250,335.5630,101.3250,68.4445,0.00,0.00,6.10,0.00,0.00,3.06
0.0940,101.3250,336.9565,101.3250,68.6195,0.00,0.00,6.25,0.00,0.00,3.13
0.0960,101.3250,338.5324,101.3250,68.7770,0.00,0.00,6.39,0.00,0.00,3.19
0.0980,101.3250,340.0100,101.3250,68.9219,0.00,0.00,6.53,0.00,0.00,3.26
