t_s,ref_pos_kPa,P_pos_kPa,ref_neg_kPa,P_neg_kPa,u_mi_pos,u_ma_pos,u_at_pos,u_mi_neg,u_ma_neg,u_at_neg
8.1820,200.0000,194.2729,72.0000,77.0904,26.64,0.00,0.00,56.42,0.00,0.00
8.1840,200.0000,194.2990,72.0000,77.0824,26.63,0.00,0.00,56.41,0.00,0.00
8.1860,200.0000,194.3251,72.0000,77.0744,26.63,0.00,0.00,56.41,0.00,0.00
8.1880,200.0000,194.3511,72.0000,77.0665,26.62,0.00,0.00,56.41,0.00,0.00
8.1900,200.0000,194.3771,72.0000,77.0586,26.61,0.00,0.00,56.41,0.00,0.00
8.1920,200.0000,194.4030,72.0000,77.0506,26.60,0.00,0.00,56.41,0.00,0.00
8.1940,200.0000,194.4289,72.0000,77.0427,26.60,0.00,0.00,56.40,0.00,0.00
8.1960,200.0000,194.4547,72.0000,77.0348,26.59,0.00,0.00,56.40,0.00,0.00
8.1980,200.0000,194.4804,72.0000,77.0269,26.58,0.00,0.00,56.40,0.00,0.00
8.2000,200.0000,194.5061,72.0000,77.0190,26.57,0.00,0.00,56.40,0.00,0.00
8.2020,200.0000,194.5318,72.0000,77.0111,26.57,0.00,0.00,56.40,0.00,0.00
8.2040,200.0000,194.5574,72.0000,77.0032,26.56,0.00,0.00,56.39,0.00,0.00
8.2060,200.0000,194.5829,72.0000,76.9953,26.55,0.00,0.00,56.39,0.00,0.00
8.2080,200.0000,194.6084,72.0000,76.9874,26.54,0.00,0.00,56.39,0.00,0.00
8.2100,200.0000,194.6338,72.0000,76.9795,26.54,0.00,0.00,56.39,0.00,0.00
8.2120,200.0000,194.6592,72.0000,76.9716,26.53,0.00,0.00,56.38,0.00,0.00
8.2140,200.0000,194.6845,72.0000,76.9638,26.52,0.00,0.00,56.38,0.00,0.00
8.2160,200.0000,194.7097,72.0000,76.9559,26.51,0.00,0.00,56.38,0.00,0.00
8.2180,200.0000,194.7349,72.0000,76.9481,26.51,0.00,0.00,56.38,0.00,0.00
8.2200,200.0000,194.7601,72.0000,76.9402,26.50,0.00,0.00,56.38,0.00,0.00
8.2220,200.0000,194.7852,72.0000,76.9324,26.49,0.00,0.00,56.37,0.00,0.00
8.2240,200.0000,194.8102,72.0000,76.9246,26.48,0.00,0.00,56.37,0.00,0.00
8.2260,200.0000,194.8352,72.0000,76.9167,26.48,0.00,0.00,56.37,0.00,0.00
8.2280,200.0000,194.8601,72.0000,76.9089,26.47,0.00,0.00,56.37,0.00,0.00
8.2300,200.0000,194.8850,72.0000,76.9011,26.46,0.00,0.00,56.37,0.00,0.00
8.2320,200.0000,194.9098,72.0000,76.8933,26.45,0.00,0.00,56.36,0.00,0.00
8.2340,200.0000,194.9346,72.0000,76.8855,26.45,0.00,0.00,56.36,0.00,0.00
8.2360,200.0000,194.9593,72.0000,76.8777,26.44,0.00,0.00,56.36,0.00,0.00
8.2380,200.0000,194.9840,72.0000,76.8699,26.43,0.00,0.00,56.36,0.00,0.00
8.2400,200.0000,195.0086,72.0000,76.8622,26.42,0.00,0.00,56.35,0.00,0.00
8.2420,200.0000,195.0331,72.0000,76.8544,26.41,0.00,0.00,56.35,0.00,0.00
8.2440,200.0000,195.0576,72.0000,76.8466,26.41,0.00,0.00,56.35,0.00,0.00
8.2460,200.0000,195.0821,72.0000,76.8389,26.40,0.00,0.00,56.35,0.00,0.00
8.2480,200.0000,195.1065,72.0000,76.8311,26.39,0.00,0.00,56.35,0.00,0.00
8.2500,200.0000,195.1308,72.0000,76.8234,26.38,0.00,0.00,56.34,0.00,0.00
8.2520,200.0000,195.1551,72.0000,76.8156,26.37,0.00,0.00,56.34,0.00,0.00
8.2540,200.0000,195.1793,72.0000,76.8079,26.37,0.00,0.00,56.34,0.00,0.00
8.2560,200.0000,195.2035,72.0000,76.8002,26.36,0.00,0.00,56.34,0.00,0.00
8.2580,200.0000,195.2276,72.0000,76.7924,26.35,0.00,0.00,56.33,0.00,0.00
8.2600,200.0000,195.2517,72.0000,76.7847,26.34,0.00,0.00,56.33,0.00,0.00
8.2620,200.0000,195.2757,72.0000,76.7770,26.33,0.00,0.00,56.33,0.00,0.00
8.2640,200.0000,195.2997,72.0000,76.7693,26.33,0.00,0.00,56.33,0.00,0.00
8.2660,200.0000,195.3236,72.0000,76.7616,26.32,0.00,0.00,56.33,0.00,0.00
8.2680,200.0000,195.3475,72.0000,76.7539,26.31,0.00,0.00,56.32,0.00,0.00
8.2700,200.0000,195.3713,72.0000,76.7463,26.30,0.00,0.00,56.32,0.00,0.00
8.2720,200.0000,195.3950,72.0000,76.7386,26.29,0.00,0.00,56.32,0.00,0.00
8.2740,200.0000,195.4187,72.0000,76.7309,26.29,0.00,0.00,56.32,0.00,0.00
8.2760,200.0000,195.4424,72.0000,76.7233,26.28,0.00,0.00,56.31,0.00,0.00
8.2780,200.0000,195.4660,72.0000,76.7156,26.27,0.00,0.00,56.31,0.00,0.00
8.2800,200.0000,195.4895,72.0000,76.7080,26.26,0.00,0.00,56.31,0.00,0.00
8.2820,200.0000,195.5130,72.0000,76.7003,26.25,0.00,0.00,56.31,0.00,0.00
8.2840,200.0000,195.5364,72.0000,76.6927,26.25,0.00,0.00,56.31,0.00,0.00
8.2860,200.0000,195.5598,72.0000,76.6851,26.24,0.00,0.00,56.30,0.00,0.00
8.2880,200.0000,195.5832,72.0000,76.6774,26.23,0.00,0.00,56.30,0.00,0.00
8.2900,200.0000,195.6064,72.0000,76.6698,26.22,0.00,0.00,56.30,0.00,0.00
8.2920,200.0000,195.6297,72.0000,76.6622,26.21,0.00,0.00,56.30,0.00,0.00
8.2940,200.0000,195.6529,72.0000,76.6546,26.20,0.00,0.00,56.29,0.00,0.00
8.2960,200.0000,195.6760,72.0000,76.6470,26.20,0.00,0.00,56.29,0.00,0.00
8.2980,200.0000,195.6991,72.0000,76.6394,26.19,0.00,0.00,56.29,0.00,0.00
8.3000,200.0000,195.7221,72.0000,76.6318,26.18,0.00,0.00,56.29,0.00,0.00
8.3020,200.0000,195.7451,72.0000,76.6243,26.17,0.00,0.00,56.29,0.00,0.00
8.3040,200.0000,195.7680,72.0000,76.6167,26.16,0.00,0.00,56.28,0.00,0.00
8.3060,200.0000,195.7909,72.0000,76.6091,26.15,0.00,0.00,56.28,0.00,0.00
8.3080,200.0000,195.8137,72.0000,76.6016,26.15,0.00,0.00,56.28,0.00,0.00
8.3100,200.0000,195.8364,72.0000,76.5940,26.14,0.00,0.00,56.28,0.00,0.00
8.3120,200.0000,195.8592,72.0000,76.5865,26.13,0.00,0.00,56.27,0.00,0.00
8.3140,200.0000,195.8818,72.0000,76.5790,26.12,0.00,0.00,56.27,0.00,0.00
8.3160,200.0000,195.9044,72.0000,76.5714,26.11,0.00,0.00,56.27,0.00,0.00
8.3180,200.0000,195.9270,72.0000,76.5639,26.10,0.00,0.00,56.27,0.00,0.00
8.3200,200.0000,195.9495,72.0000,76.5564,26.09,0.00,0.00,56.27,0.00,0.00
8.3220,200.0000,195.9720,72.0000,76.5489,26.09,0.00,0.00,56.26,0.00,0.00
8.3240,200.0000,195.9944,72.0000,76.5414,26.08,0.00,0.00,56.26,0.00,0.00
8.3260,200.0000,196.0168,72.0000,76.5339,26.07,0.00,0.00,56.26,0.00,0.00
8.3280,200.0000,196.0391,72.0000,76.5264,26.06,0.00,0.00,56.26,0.00,0.00
8.3300,200.0000,196.0613,72.0000,76.5189,26.05,0.00,0.00,56.25,0.00,0.00
8.3320,200.0000,196.0835,72.0000,76.5114,26.04,0.00,0.00,56.25,0.00,0.00
8.3340,200.0000,196.1057,72.0000,76.5040,26.03,0.00,0.00,56.25,0.00,0.00
8.3360,200.0000,196.1278,72.0000,76.4965,26.02,0.00,0.00,56.25,0.00,0.00
8.3380,200.0000,196.1499,72.0000,76.4891,26.02,0.00,0.00,56.24,0.00,0.00
