t,y_ref,y,v,acc,P_pos_sp,P_pos,P_neg_sp,P_neg,F_req,F_each,F_pos,F_neg,F_net
2.894,0.015,0.015,-3.55268e-16,-1.27353e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.896,0.015,0.015,-3.55268e-16,-1.26334e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.898,0.015,0.015,-3.55268e-16,-1.25324e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.9,0.015,0.015,-3.55268e-16,-1.24321e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.902,0.015,0.015,-3.55268e-16,-1.23327e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.904,0.015,0.015,-3.55268e-16,-1.2234e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.906,0.015,0.015,-3.55268e-16,-1.21361e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.908,0.015,0.015,-3.55268e-16,-1.2039e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.91,0.015,0.015,-3.55268e-16,-1.19427e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.912,0.015,0.015,-3.55268e-16,-1.18472e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.914,0.015,0.015,-3.55268e-16,-1.17524e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.916,0.015,0.015,-3.55268e-16,-1.16584e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.918,0.015,0.015,-3.55268e-16,-1.15651e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.92,0.015,0.015,-3.55269e-16,-1.14726e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.922,0.015,0.015,-3.55269e-16,-1.13808e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.924,0.015,0.015,-3.55269e-16,-1.12898e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.926,0.015,0.015,-3.55269e-16,-1.11994e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.928,0.015,0.015,-3.55269e-16,-1.11099e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.93,0.015,0.015,-3.55269e-16,-1.1021e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.932,0.015,0.015,-3.55269e-16,-1.09328e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.934,0.015,0.015,-3.55269e-16,-1.08453e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.936,0.015,0.015,-3.55269e-16,-1.07586e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.938,0.015,0.015,-3.55269e-16,-1.06725e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.94,0.015,0.015,-3.55269e-16,-1.05871e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.942,0.015,0.015,-3.55269e-16,-1.05024e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.944,0.015,0.015,-3.55269e-16,-1.04184e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.946,0.015,0.015,-3.55269e-16,-1.03351e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.948,0.015,0.015,-3.55269e-16,-1.02524e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.95,0.015,0.015,-3.55269e-16,-1.01704e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.952,0.015,0.015,-3.55269e-16,-1.0089e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.954,0.015,0.015,-3.55269e-16,-1.00083e-20,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.956,0.015,0.015,-3.55269e-16,-9.92823e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.958,0.015,0.015,-3.55269e-16,-9.8488e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.96,0.015,0.015,-3.55269e-16,-9.77001e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.962,0.015,0.015,-3.55269e-16,-9.69185e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.964,0.015,0.015,-3.55269e-16,-9.61431e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.966,0.015,0.015,-3.55269e-16,-9.5374e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.968,0.015,0.015,-3.55269e-16,-9.4611e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.97,0.015,0.015,-3.55269e-16,-9.38541e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.972,0.015,0.015,-3.55269e-16,-9.31033e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.974,0.015,0.015,-3.55269e-16,-9.23585e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.976,0.015,0.015,-3.55269e-16,-9.16196e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.978,0.015,0.015,-3.55269e-16,-9.08866e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.98,0.015,0.015,-3.55269e-16,-9.01595e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.982,0.015,0.015,-3.55269e-16,-8.94383e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.984,0.015,0.015,-3.55269e-16,-8.87228e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.986,0.015,0.015,-3.55269e-16,-8.8013e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.988,0.015,0.015,-3.55269e-16,-8.73089e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.99,0.015,0.015,-3.55269e-16,-8.66104e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.992,0.015,0.015,-3.55269e-16,-8.59175e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.994,0.015,0.015,-3.55269e-16,-8.52302e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.996,0.015,0.015,-3.55269e-16,-8.45483e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
2.998,0.015,0.015,-3.55269e-16,-8.3872e-21,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
3,0.135,0.0150003,0.00016002,0.08001,138.531,126.51,64.1194,76.1403,146.106,73.053,49.4501,49.4501,98.9001
3.002,0.135,0.0150013,0.000476079,0.15803,138.528,126.71,64.122,75.94,146.096,73.0479,49.8433,49.8433,99.6867
3.004,0.135,0.0150032,0.00094422,0.234071,138.521,126.907,64.1286,75.7431,146.07,73.0349,50.2299,50.2299,100.46
3.006,0.135,0.0150063,0.00156051,0.308146,138.511,127.1,64.1392,75.5497,146.028,73.0142,50.6096,50.6096,101.219
3.008,0.135,0.0150109,0.00232105,0.380268,138.496,127.29,64.1537,75.3598,145.971,72.9857,50.9825,50.9825,101.965
3.01,0.135,0.0150174,0.00322195,0.450449,138.478,127.477,64.172,75.1733,145.9,72.9498,51.3487,51.3487,102.697
3.012,0.135,0.0150259,0.00425936,0.518705,138.456,127.66,64.1941,74.9904,145.813,72.9064,51.708,51.708,103.416
3.014,0.135,0.0150367,0.00542945,0.585048,138.43,127.839,64.2198,74.8108,145.712,72.8559,52.0604,52.0604,104.121
3.016,0.135,0.0150502,0.00672844,0.649494,138.401,128.015,64.2492,74.6348,145.596,72.7982,52.4061,52.4061,104.812
3.018,0.135,0.0150665,0.00815255,0.712056,138.368,128.188,64.2821,74.4623,145.467,72.7335,52.7448,52.7448,105.49
3.02,0.135,0.0150859,0.00969805,0.77275,138.331,128.357,64.3185,74.2932,145.324,72.6621,53.0768,53.0768,106.154
3.022,0.135,0.0151086,0.0113612,0.831592,138.292,128.522,64.3583,74.1276,145.168,72.5839,53.4019,53.4019,106.804
3.024,0.135,0.0151349,0.0131384,0.888597,138.249,128.684,64.4015,73.9655,144.998,72.4992,53.7202,53.7202,107.44
3.026,0.135,0.015165,0.015026,0.943781,138.202,128.843,64.4479,73.8069,144.816,72.4081,54.0317,54.0317,108.063
3.028,0.135,0.015199,0.0170203,0.997161,138.153,128.998,64.4975,73.6517,144.621,72.3107,54.3363,54.3363,108.673
3.03,0.135,0.0152372,0.0191178,1.04875,138.1,129.15,64.5502,73.5,144.414,72.2072,54.6342,54.6342,109.268
3.032,0.135,0.0152799,0.021315,1.09857,138.044,129.298,64.606,73.3518,144.195,72.0976,54.9252,54.9252,109.85
3.034,0.135,0.0153271,0.0236083,1.14664,137.985,129.443,64.6647,73.207,143.964,71.9822,55.2095,55.2095,110.419
3.036,0.135,0.0153791,0.0259942,1.19297,137.924,129.584,64.7264,73.0657,143.722,71.8611,55.487,55.487,110.974
3.038,0.135,0.015436,0.0284694,1.23759,137.859,129.722,64.791,72.9278,143.469,71.7344,55.7578,55.7578,111.516
3.04,0.135,0.0154981,0.0310304,1.2805,137.792,129.857,64.8583,72.7933,143.205,71.6023,56.0219,56.0219,112.044
3.042,0.135,0.0155654,0.0336739,1.32174,137.722,129.988,64.9283,72.6622,142.93,71.4648,56.2793,56.2793,112.559
3.044,0.135,0.0156382,0.0363965,1.3613,137.649,130.115,65.0009,72.5345,142.644,71.3221,56.53,56.53,113.06
3.046,0.135,0.0157166,0.0391949,1.39923,137.574,130.24,65.0762,72.4102,142.349,71.1744,56.7741,56.7741,113.548
3.048,0.135,0.0158007,0.042066,1.43553,137.496,130.361,65.1539,72.2893,142.044,71.0218,57.0115,57.0115,114.023
3.05,0.135,0.0158907,0.0450064,1.47022,137.416,130.478,65.2341,72.1717,141.729,70.8644,57.2424,57.2424,114.485
3.052,0.135,0.0159868,0.0480131,1.50332,137.333,130.593,65.3166,72.0574,141.405,70.7024,57.4667,57.4667,114.933
3.054,0.135,0.0160889,0.0510828,1.53486,137.249,130.704,65.4014,71.9465,141.072,70.5358,57.6846,57.6846,115.369
3.056,0.135,0.0161974,0.0542125,1.56485,137.162,130.811,65.4885,71.8389,140.73,70.3649,57.8959,57.8959,115.792
3.058,0.135,0.0163122,0.0573991,1.59331,137.072,130.915,65.5777,71.7345,140.379,70.1897,58.1008,58.1008,116.202
3.06,0.135,0.0164334,0.0606396,1.62026,136.981,131.017,65.669,71.6334,140.021,70.0103,58.2993,58.2993,116.599
3.062,0.135,0.0165613,0.0639311,1.64573,136.888,131.114,65.7624,71.5356,139.654,69.827,58.4914,58.4914,116.983
3.064,0.135,0.0166958,0.0672705,1.66972,136.792,131.209,65.8577,71.4409,139.28,69.6398,58.6772,58.6772,117.354
3.066,0.135,0.0168371,0.0706551,1.69227,136.695,131.3,65.955,71.3495,138.898,69.4489,58.8568,58.8568,117.714
3.068,0.135,0.0169853,0.0740818,1.71339,136.596,131.389,66.054,71.2612,138.509,69.2544,59.03,59.03,118.06
3.07,0.135,0.0171404,0.0775481,1.7331,136.495,131.474,66.1549,71.1761,138.113,69.0564,59.1972,59.1972,118.394
3.072,0.135,0.0173025,0.0810509,1.75143,136.393,131.556,66.2575,71.0942,137.71,68.855,59.3581,59.3581,118.716
3.074,0.135,0.0174717,0.0845877,1.76839,136.288,131.635,66.3617,71.0153,137.301,68.6503,59.513,59.513,119.026
3.076,0.135,0.017648,0.0881557,1.78401,136.183,131.711,66.4675,70.9395,136.885,68.4426,59.6618,59.6618,119.324
3.078,0.135,0.0178315,0.0917523,1.79831,136.075,131.783,66.5748,70.8667,136.464,68.2319,59.8047,59.8047,119.609
3.08,0.135,0.0180223,0.0953749,1.8113,135.966,131.853,66.6836,70.797,136.037,68.0183,59.9415,59.9415,119.883
3.082,0.135,0.0182203,0.099021,1.82301,135.856,131.92,66.7938,70.7303,135.604,67.8019,60.0726,60.0726,120.145
3.084,0.135,0.0184257,0.102688,1.83346,135.745,131.983,66.9053,70.6666,135.166,67.5829,60.1977,60.1977,120.395
3.086,0.135,0.0186384,0.106373,1.84267,135.632,132.044,67.0181,70.6057,134.723,67.3614,60.3171,60.3171,120.634
3.088,0.135,0.0188586,0.110075,1.85067,135.518,132.102,67.1321,70.5479,134.275,67.1375,60.4308,60.4308,120.862
3.09,0.135,0.0190861,0.113789,1.85746,135.403,132.157,67.2473,70.4928,133.823,66.9113,60.5388,60.5388,121.078
3.092,0.135,0.0193212,0.117516,1.86308,135.286,132.209,67.3636,70.4407,133.366,66.683,60.6412,60.6412,121.282
3.094,0.135,0.0195637,0.121251,1.86755,135.169,132.259,67.481,70.3914,132.905,66.4525,60.7381,60.7381,121.476
3.096,0.135,0.0198137,0.124993,1.87088,135.051,132.305,67.5993,70.3448,132.44,66.2202,60.8294,60.8294,121.659
3.098,0.135,0.0200711,0.128739,1.8731,134.931,132.349,67.7186,70.3011,131.972,65.986,60.9154,60.9154,121.831
3.1,0.135,0.0203361,0.132487,1.87423,134.811,132.39,67.8388,70.26,131.5,65.75,60.9959,60.9959,121.992
3.102,0.135,0.0206086,0.136236,1.8743,134.69,132.428,67.9598,70.2217,131.025,65.5125,61.0712,61.0712,122.142
3.104,0.135,0.0208885,0.139982,1.87331,134.568,132.464,68.0815,70.186,130.547,65.2734,61.1413,61.1413,122.283
3.106,0.135,0.021176,0.143725,1.87129,134.446,132.497,68.204,70.153,130.066,65.0329,61.2061,61.2061,122.412
3.108,0.135,0.0214709,0.147462,1.86827,134.323,132.527,68.3271,70.1225,129.582,64.7912,61.2659,61.2659,122.532
3.11,0.135,0.0217733,0.15119,1.86427,134.199,132.555,68.4509,70.0947,129.096,64.5482,61.3206,61.3206,122.641
3.112,0.135,0.0220831,0.154909,1.8593,134.075,132.581,68.5752,70.0694,128.608,64.3041,61.3703,61.3703,122.741
3.114,0.135,0.0224004,0.158615,1.85339,133.95,132.603,68.7,70.0465,128.118,64.0591,61.4151,61.4151,122.83
3.116,0.135,0.022725,0.162309,1.84655,133.825,132.624,68.8253,70.0262,127.626,63.8131,61.4551,61.4551,122.91
3.118,0.135,0.0230569,0.165986,1.83882,133.699,132.642,68.9509,70.0083,127.133,63.5663,61.4903,61.4903,122.981
3.12,0.135,0.0233962,0.169647,1.8302,133.573,132.657,69.077,69.9927,126.638,63.3188,61.5207,61.5207,123.041
3.122,0.135,0.0237428,0.173288,1.82073,133.447,132.67,69.2033,69.9796,126.141,63.0707,61.5466,61.5466,123.093
3.124,0.135,0.0240966,0.176909,1.81042,133.32,132.681,69.3299,69.9688,125.644,62.8221,61.5678,61.5678,123.136
3.126,0.135,0.0244576,0.180507,1.79928,133.193,132.69,69.4568,69.9602,125.146,62.5731,61.5846,61.5846,123.169
3.128,0.135,0.0248258,0.184082,1.78735,133.066,132.696,69.5838,69.954,124.647,62.3237,61.5969,61.5969,123.194
3.13,0.135,0.0252011,0.187631,1.77464,132.939,132.7,69.7109,69.9499,124.148,62.0741,61.6049,61.6049,123.21
3.132,0.135,0.0255834,0.191154,1.76118,132.812,132.702,69.8381,69.948,123.649,61.8244,61.6085,61.6085,123.217
3.134,0.135,0.0259727,0.194648,1.74698,132.685,132.702,69.9654,69.9483,123.149,61.5745,61.608,61.608,123.216
3.136,0.135,0.0263689,0.198112,1.73206,132.557,132.699,70.0926,69.9507,122.649,61.3247,61.6032,61.6032,123.206
3.138,0.135,0.026772,0.201545,1.71644,132.43,132.695,70.2198,69.9552,122.15,61.0749,61.5944,61.5944,123.189
3.14,0.135,0.0271819,0.204945,1.70014,132.303,132.688,70.3469,69.9617,121.651,60.8254,61.5816,61.5816,123.163
3.142,0.135,0.0275985,0.208311,1.68319,132.176,132.68,70.4739,69.9703,121.152,60.5761,61.5649,61.5649,123.13
3.144,0.135,0.0280218,0.211643,1.6656,132.049,132.669,70.6006,69.9808,120.654,60.3271,61.5442,61.5442,123.088
3.146,0.135,0.0284517,0.214937,1.64739,131.923,132.657,70.7272,69.9932,120.157,60.0786,61.5198,61.5198,123.04
3.148,0.135,0.028888,0.218195,1.62858,131.796,132.642,70.8536,70.0076,119.661,59.8305,61.4916,61.4916,122.983
3.15,0.135,0.0293309,0.221413,1.60919,131.67,132.626,70.9796,70.0238,119.166,59.5831,61.4598,61.4598,122.92
3.152,0.135,0.0297801,0.224591,1.58924,131.545,132.608,71.1053,70.0418,118.672,59.3362,61.4244,61.4244,122.849
3.154,0.135,0.0302355,0.227729,1.56874,131.419,132.588,71.2307,70.0616,118.18,59.0901,61.3855,61.3855,122.771
3.156,0.135,0.0306972,0.230824,1.54772,131.294,132.567,71.3556,70.0832,117.689,58.8447,61.3432,61.3432,122.686
3.158,0.135,0.0311649,0.233877,1.5262,131.17,132.544,71.4801,70.1065,117.2,58.6002,61.2975,61.2975,122.595
3.16,0.135,0.0316387,0.236885,1.50418,131.046,132.519,71.6042,70.1314,116.713,58.3567,61.2485,61.2485,122.497
3.162,0.135,0.0321184,0.239849,1.4817,130.922,132.492,71.7277,70.158,116.228,58.1141,61.1962,61.1962,122.392
3.164,0.135,0.0326039,0.242766,1.45877,130.799,132.464,71.8508,70.1862,115.745,57.8725,61.1408,61.1408,122.282
3.166,0.135,0.0330952,0.245637,1.4354,130.677,132.434,71.9732,70.216,115.264,57.6321,61.0823,61.0823,122.165
3.168,0.135,0.0335921,0.24846,1.41162,130.555,132.403,72.0951,70.2473,114.786,57.3929,61.0209,61.0209,122.042
3.17,0.135,0.0340946,0.251235,1.38744,130.434,132.37,72.2163,70.2801,114.31,57.1549,60.9564,60.9564,121.913
3.172,0.135,0.0346025,0.253961,1.36288,130.313,132.336,72.3368,70.3144,113.836,56.9181,60.8891,60.8891,121.778
3.174,0.135,0.0351158,0.256637,1.33796,130.193,132.3,72.4567,70.3501,113.366,56.6828,60.819,60.819,121.638
3.176,0.135,0.0356343,0.259262,1.31269,130.074,132.263,72.5758,70.3872,112.898,56.4488,60.7462,60.7462,121.492
3.178,0.135,0.036158,0.261836,1.28709,129.956,132.224,72.6943,70.4257,112.433,56.2163,60.6707,60.6707,121.341
3.18,0.135,0.0366867,0.264359,1.26117,129.838,132.185,72.8119,70.4654,111.971,55.9854,60.5926,60.5926,121.185
3.182,0.135,0.0372203,0.266828,1.23496,129.721,132.143,72.9287,70.5065,111.512,55.756,60.512,60.512,121.024
3.184,0.135,0.0377588,0.269245,1.20847,129.605,132.101,73.0447,70.5488,111.056,55.5282,60.4289,60.4289,120.858
3.186,0.135,0.0383021,0.271609,1.18171,129.49,132.058,73.1599,70.5923,110.604,55.3021,60.3435,60.3435,120.687
3.188,0.135,0.0388499,0.273918,1.15471,129.376,132.013,73.2742,70.637,110.155,55.0777,60.2557,60.2557,120.511
3.19,0.135,0.0394022,0.276173,1.12747,129.262,131.967,73.3876,70.6829,109.71,54.855,60.1657,60.1657,120.331
3.192,0.135,0.039959,0.278373,1.10001,129.15,131.92,73.5,70.7298,109.268,54.6342,60.0735,60.0735,120.147
3.194,0.135,0.04052,0.280518,1.07235,129.038,131.872,73.6115,70.7778,108.83,54.4152,59.9792,59.9792,119.958
3.196,0.135,0.0410852,0.282607,1.0445,128.928,131.823,73.7221,70.8269,108.396,54.1982,59.8828,59.8828,119.766
3.198,0.135,0.0416545,0.28464,1.01648,128.818,131.773,73.8317,70.877,107.966,53.983,59.7845,59.7845,119.569
3.2,0.135,0.0422277,0.286616,0.988295,128.71,131.722,73.9402,70.9281,107.54,53.7698,59.6843,59.6843,119.369
3.202,0.135,0.0428048,0.288536,0.95997,128.602,131.67,74.0478,70.98,107.117,53.5587,59.5822,59.5822,119.164
3.204,0.135,0.0433856,0.290399,0.931515,128.496,131.617,74.1543,71.0329,106.699,53.3496,59.4783,59.4783,118.957
3.206,0.135,0.04397,0.292205,0.902944,128.39,131.563,74.2597,71.0867,106.285,53.1426,59.3727,59.3727,118.745
3.208,0.135,0.0445579,0.293954,0.87427,128.286,131.509,74.3641,71.1414,105.875,52.9377,59.2655,59.2655,118.531
3.21,0.135,0.0451492,0.295645,0.845507,128.183,131.453,74.4673,71.1968,105.47,52.7349,59.1566,59.1566,118.313
3.212,0.135,0.0457438,0.297278,0.816669,128.081,131.397,74.5695,71.253,105.069,52.5343,59.0462,59.0462,118.092
3.214,0.135,0.0463415,0.298854,0.787768,127.98,131.34,74.6705,71.31,104.672,52.336,58.9344,58.9344,117.869
3.216,0.135,0.0469422,0.300371,0.758818,127.88,131.282,74.7704,71.3676,104.28,52.1399,58.8212,58.8212,117.642
3.218,0.135,0.0475459,0.301831,0.72983,127.781,131.224,74.8691,71.426,103.892,51.9461,58.7066,58.7066,117.413
3.22,0.135,0.0481524,0.303233,0.700818,127.683,131.165,74.9666,71.485,103.509,51.7545,58.5907,58.5907,117.181
3.222,0.135,0.0487615,0.304576,0.671793,127.587,131.105,75.063,71.5446,103.131,51.5653,58.4736,58.4736,116.947
3.224,0.135,0.0493732,0.305862,0.642769,127.492,131.045,75.1582,71.6049,102.757,51.3785,58.3554,58.3554,116.711
3.226,0.135,0.0499874,0.307089,0.613755,127.398,130.984,75.2521,71.6656,102.388,51.194,58.236,58.236,116.472
3.228,0.135,0.0506039,0.308259,0.584765,127.305,130.923,75.3448,71.727,102.024,51.0119,58.1156,58.1156,116.231
3.23,0.135,0.0512227,0.30937,0.555809,127.214,130.861,75.4364,71.7888,101.664,50.8322,57.9942,57.9942,115.988
3.232,0.135,0.0518435,0.310424,0.526898,127.123,130.799,75.5266,71.8511,101.31,50.655,57.8719,57.8719,115.744
3.234,0.135,0.0524664,0.31142,0.498044,127.034,130.736,75.6156,71.9138,100.96,50.4802,57.7487,57.7487,115.497
3.236,0.135,0.0530911,0.312359,0.469257,126.947,130.673,75.7034,71.977,100.616,50.3079,57.6247,57.6247,115.249
3.238,0.135,0.0537176,0.31324,0.440548,126.86,130.609,75.7899,72.0405,100.276,50.1381,57.4999,57.4999,115
3.24,0.135,0.0543457,0.314064,0.411926,126.775,130.546,75.8751,72.1044,99.9416,49.9708,57.3744,57.3744,114.749
3.242,0.135,0.0549753,0.314831,0.383403,126.691,130.481,75.959,72.1687,99.612,49.806,57.2483,57.2483,114.497
3.244,0.135,0.0556064,0.315541,0.354987,126.608,130.417,76.0417,72.2332,99.2874,49.6437,57.1215,57.1215,114.243
3.246,0.135,0.0562388,0.316194,0.326689,126.527,130.352,76.123,72.2981,98.968,49.484,56.9943,56.9943,113.989
3.248,0.135,0.0568724,0.316791,0.298517,126.447,130.287,76.2031,72.3631,98.6536,49.3268,56.8665,56.8665,113.733
3.25,0.135,0.0575071,0.317332,0.270481,126.368,130.222,76.2818,72.4285,98.3444,49.1722,56.7382,56.7382,113.476
3.252,0.135,0.0581427,0.317817,0.24259,126.291,130.156,76.3592,72.494,98.0403,49.0201,56.6096,56.6096,113.219
3.254,0.135,0.0587792,0.318247,0.214853,126.215,130.09,76.4354,72.5597,97.7414,48.8707,56.4806,56.4806,112.961
3.256,0.135,0.0594164,0.318621,0.187278,126.14,130.024,76.5102,72.6255,97.4476,48.7238,56.3513,56.3513,112.703
3.258,0.135,0.0600543,0.318941,0.159874,126.066,129.959,76.5837,72.6915,97.159,48.5795,56.2218,56.2218,112.444
3.26,0.135,0.0606927,0.319206,0.132649,125.994,129.892,76.6558,72.7575,96.8756,48.4378,56.0921,56.0921,112.184
3.262,0.135,0.0613316,0.319418,0.10561,125.923,129.826,76.7267,72.8237,96.5975,48.2987,55.9622,55.9622,111.924
3.264,0.135,0.0619707,0.319575,0.0787649,125.854,129.76,76.7962,72.8899,96.3245,48.1622,55.8322,55.8322,111.664
3.266,0.135,0.0626101,0.319679,0.0521221,125.786,129.694,76.8644,72.9561,96.0567,48.0284,55.7021,55.7021,111.404
3.268,0.135,0.0632495,0.319731,0.0256883,125.719,129.628,76.9312,73.0224,95.7942,47.8971,55.572,55.572,111.144
3.27,0.135,0.063889,0.31973,-0.000529197,125.653,129.561,76.9967,73.0886,95.5368,47.7684,55.442,55.442,110.884
3.272,0.135,0.0645283,0.319677,-0.0265237,125.589,129.495,77.0609,73.1548,95.2847,47.6424,55.312,55.312,110.624
3.274,0.135,0.0651675,0.319572,-0.0522884,125.526,129.429,77.1238,73.221,95.0378,47.5189,55.1821,55.1821,110.364
3.276,0.135,0.0658063,0.319416,-0.0778169,125.465,129.363,77.1854,73.2871,94.7961,47.3981,55.0524,55.0524,110.105
3.278,0.135,0.0664447,0.31921,-0.103103,125.404,129.297,77.2456,73.353,94.5596,47.2798,54.9228,54.9228,109.846
3.28,0.135,0.0670827,0.318954,-0.12814,125.345,129.231,77.3045,73.4189,94.3283,47.1641,54.7935,54.7935,109.587
3.282,0.135,0.0677199,0.318648,-0.152923,125.288,129.165,77.3621,73.4846,94.1021,47.0511,54.6645,54.6645,109.329
3.284,0.135,0.0683565,0.318293,-0.177446,125.232,129.1,77.4184,73.5502,93.8812,46.9406,54.5357,54.5357,109.071
3.286,0.135,0.0689923,0.31789,-0.201704,125.177,129.034,77.4733,73.6156,93.6653,46.8327,54.4073,54.4073,108.815
3.288,0.135,0.0696272,0.317438,-0.22569,125.123,128.969,77.527,73.6808,93.4547,46.7273,54.2793,54.2793,108.559
3.29,0.135,0.0702611,0.31694,-0.2494,125.071,128.904,77.5793,73.7457,93.2491,46.6246,54.1518,54.1518,108.304
3.292,0.135,0.0708939,0.316394,-0.27283,125.02,128.84,77.6303,73.8105,93.0487,46.5243,54.0246,54.0246,108.049
3.294,0.135,0.0715255,0.315802,-0.295974,124.97,128.775,77.6801,73.875,92.8534,46.4267,53.898,53.898,107.796
3.296,0.135,0.0721558,0.315164,-0.318828,124.921,128.711,77.7285,73.9392,92.6631,46.3315,53.7719,53.7719,107.544
3.298,0.135,0.0727848,0.314482,-0.341387,124.874,128.647,77.7757,74.0031,92.4779,46.2389,53.6464,53.6464,107.293
3.3,0.135,0.0734123,0.313754,-0.363648,124.828,128.583,77.8216,74.0668,92.2977,46.1488,53.5214,53.5214,107.043
3.302,0.135,0.0740382,0.312983,-0.385606,124.784,128.52,77.8662,74.1301,92.1225,46.0612,53.3971,53.3971,106.794
3.304,0.135,0.0746626,0.312169,-0.407257,124.74,128.457,77.9096,74.1931,91.9522,45.9761,53.2734,53.2734,106.547
3.306,0.135,0.0752852,0.311311,-0.428599,124.698,128.394,77.9516,74.2557,91.787,45.8935,53.1504,53.1504,106.301
3.308,0.135,0.075906,0.310412,-0.449627,124.658,128.332,77.9925,74.318,91.6266,45.8133,53.0281,53.0281,106.056
3.31,0.135,0.076525,0.309471,-0.470338,124.618,128.27,78.0321,74.3799,91.4712,45.7356,52.9066,52.9066,105.813
3.312,0.135,0.0771419,0.30849,-0.49073,124.58,128.209,78.0704,74.4414,91.3206,45.6603,52.7858,52.7858,105.572
3.314,0.135,0.0777569,0.307468,-0.510798,124.542,128.147,78.1075,74.5025,91.1748,45.5874,52.6658,52.6658,105.332
3.316,0.135,0.0783697,0.306407,-0.530541,124.507,128.087,78.1434,74.5632,91.0339,45.5169,52.5467,52.5467,105.093
3.318,0.135,0.0789803,0.305307,-0.549956,124.472,128.027,78.1781,74.6235,90.8977,45.4489,52.4284,52.4284,104.857
