t,y_ref,y,v,acc,P_pos_sp,P_pos,P_neg_sp,P_neg,F_req,F_each,F_pos,F_neg,F_net
30.568,0.015,0.0138385,4.1673e-05,4.60146e-05,126.307,126.307,76.3433,76.3435,98.103,49.0515,49.0511,49.0511,98.1021
30.57,0.015,0.0138386,4.17673e-05,4.7132e-05,126.307,126.307,76.3433,76.3435,98.103,49.0515,49.0511,49.0511,98.1021
30.572,0.015,0.0138386,4.18637e-05,4.82412e-05,126.307,126.307,76.3433,76.3435,98.103,49.0515,49.0511,49.0511,98.1022
30.574,0.015,0.0138387,4.19624e-05,4.93416e-05,126.307,126.307,76.3433,76.3435,98.103,49.0515,49.0511,49.0511,98.1022
30.576,0.015,0.0138388,4.20633e-05,5.04328e-05,126.307,126.307,76.3433,76.3435,98.1031,49.0515,49.0511,49.0511,98.1022
30.578,0.015,0.0138389,4.21663e-05,5.15144e-05,126.307,126.307,76.3433,76.3435,98.1031,49.0515,49.0511,49.0511,98.1022
30.58,0.015,0.013839,4.22715e-05,5.25859e-05,126.307,126.307,76.3433,76.3435,98.1031,49.0515,49.0511,49.0511,98.1022
30.582,0.015,0.0138391,4.23788e-05,5.3647e-05,126.307,126.307,76.3433,76.3435,98.1031,49.0516,49.0511,49.0511,98.1022
30.584,0.015,0.0138392,4.24882e-05,5.46973e-05,126.307,126.307,76.3432,76.3435,98.1031,49.0516,49.0511,49.0511,98.1022
30.586,0.015,0.0138392,4.25996e-05,5.57364e-05,126.307,126.307,76.3432,76.3435,98.1031,49.0516,49.0511,49.0511,98.1023
30.588,0.015,0.0138393,4.27132e-05,5.67639e-05,126.307,126.307,76.3432,76.3435,98.1031,49.0516,49.0511,49.0511,98.1023
30.59,0.015,0.0138394,4.28287e-05,5.77794e-05,126.307,126.307,76.3432,76.3435,98.1032,49.0516,49.0511,49.0511,98.1023
30.592,0.015,0.0138395,4.29463e-05,5.87827e-05,126.307,126.307,76.3432,76.3435,98.1032,49.0516,49.0512,49.0512,98.1023
30.594,0.015,0.0138396,4.30658e-05,5.97734e-05,126.307,126.307,76.3432,76.3435,98.1032,49.0516,49.0512,49.0512,98.1023
30.596,0.015,0.0138397,4.31873e-05,6.07512e-05,126.307,126.307,76.3432,76.3434,98.1032,49.0516,49.0512,49.0512,98.1023
30.598,0.015,0.0138398,4.33108e-05,6.17158e-05,126.307,126.307,76.3432,76.3434,98.1032,49.0516,49.0512,49.0512,98.1023
30.6,0.015,0.0138398,4.34361e-05,6.26668e-05,126.307,126.307,76.3432,76.3434,98.1032,49.0516,49.0512,49.0512,98.1024
30.602,0.015,0.0138399,4.35633e-05,6.3604e-05,126.307,126.307,76.3432,76.3434,98.1032,49.0516,49.0512,49.0512,98.1024
30.604,0.015,0.01384,4.36924e-05,6.45272e-05,126.307,126.307,76.3432,76.3434,98.1032,49.0516,49.0512,49.0512,98.1024
30.606,0.015,0.0138401,4.38232e-05,6.5436e-05,126.307,126.307,76.3432,76.3434,98.1032,49.0516,49.0512,49.0512,98.1024
30.608,0.015,0.0138402,4.39559e-05,6.63301e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0516,49.0512,49.0512,98.1024
30.61,0.015,0.0138403,4.40903e-05,6.72095e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0516,49.0512,49.0512,98.1024
30.612,0.015,0.0138404,4.42265e-05,6.80737e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0516,49.0512,49.0512,98.1024
30.614,0.015,0.0138405,4.43643e-05,6.89227e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0516,49.0512,49.0512,98.1025
30.616,0.015,0.0138405,4.45038e-05,6.97561e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0516,49.0512,49.0512,98.1025
30.618,0.015,0.0138406,4.4645e-05,7.05738e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0516,49.0512,49.0512,98.1025
30.62,0.015,0.0138407,4.47877e-05,7.13756e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0517,49.0512,49.0512,98.1025
30.622,0.015,0.0138408,4.49321e-05,7.21613e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0517,49.0513,49.0513,98.1025
30.624,0.015,0.0138409,4.50779e-05,7.29308e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0517,49.0513,49.0513,98.1025
30.626,0.015,0.013841,4.52253e-05,7.36838e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0517,49.0513,49.0513,98.1025
30.628,0.015,0.0138411,4.53741e-05,7.44203e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0517,49.0513,49.0513,98.1026
30.63,0.015,0.0138412,4.55244e-05,7.514e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0517,49.0513,49.0513,98.1026
30.632,0.015,0.0138413,4.56761e-05,7.58429e-05,126.307,126.307,76.3432,76.3434,98.1033,49.0517,49.0513,49.0513,98.1026
30.634,0.015,0.0138414,4.58291e-05,7.65288e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0513,49.0513,98.1026
30.636,0.015,0.0138415,4.59835e-05,7.71976e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0513,49.0513,98.1026
30.638,0.015,0.0138415,4.61392e-05,7.78492e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0513,49.0513,98.1026
30.64,0.015,0.0138416,4.62962e-05,7.84835e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0513,49.0513,98.1026
30.642,0.015,0.0138417,4.64544e-05,7.91004e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0513,49.0513,98.1026
30.644,0.015,0.0138418,4.66138e-05,7.96999e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0513,49.0513,98.1027
30.646,0.015,0.0138419,4.67744e-05,8.02818e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0513,49.0513,98.1027
30.648,0.015,0.013842,4.69361e-05,8.08462e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0513,49.0513,98.1027
30.65,0.015,0.0138421,4.70989e-05,8.13928e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0513,49.0513,98.1027
30.652,0.015,0.0138422,4.72627e-05,8.19218e-05,126.307,126.307,76.3432,76.3434,98.1034,49.0517,49.0514,49.0514,98.1027
30.654,0.015,0.0138423,4.74276e-05,8.2433e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1027
30.656,0.015,0.0138424,4.75934e-05,8.29265e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1027
30.658,0.015,0.0138425,4.77602e-05,8.34021e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1027
30.66,0.015,0.0138426,4.79279e-05,8.386e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1027
30.662,0.015,0.0138427,4.80965e-05,8.43e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1028
30.664,0.015,0.0138428,4.8266e-05,8.47222e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1028
30.666,0.015,0.0138429,4.84362e-05,8.51266e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1028
30.668,0.015,0.013843,4.86073e-05,8.55132e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1028
30.67,0.015,0.0138431,4.8779e-05,8.5882e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1028
30.672,0.015,0.0138432,4.89515e-05,8.62331e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1028
30.674,0.015,0.0138433,4.91246e-05,8.65664e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1028
30.676,0.015,0.0138434,4.92984e-05,8.68821e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1028
30.678,0.015,0.0138435,4.94727e-05,8.71801e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1028
30.68,0.015,0.0138436,4.96477e-05,8.74605e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1029
30.682,0.015,0.0138437,4.98231e-05,8.77235e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1029
30.684,0.015,0.0138438,4.99991e-05,8.79689e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1029
30.686,0.015,0.0138439,5.01754e-05,8.8197e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1029
30.688,0.015,0.013844,5.03523e-05,8.84078e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0514,49.0514,98.1029
30.69,0.015,0.0138441,5.05295e-05,8.86013e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1029
30.692,0.015,0.0138442,5.0707e-05,8.87777e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1029
30.694,0.015,0.0138443,5.08849e-05,8.89371e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1029
30.696,0.015,0.0138444,5.10631e-05,8.90795e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1029
30.698,0.015,0.0138445,5.12415e-05,8.92051e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1029
30.7,0.015,0.0138446,5.14201e-05,8.93139e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1029
30.702,0.015,0.0138447,5.15989e-05,8.94061e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.704,0.015,0.0138448,5.17779e-05,8.94818e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.706,0.015,0.0138449,5.1957e-05,8.95411e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.708,0.015,0.013845,5.21361e-05,8.95842e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.71,0.015,0.0138451,5.23153e-05,8.96111e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.712,0.015,0.0138452,5.24946e-05,8.9622e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.714,0.015,0.0138453,5.26738e-05,8.96171e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.716,0.015,0.0138454,5.2853e-05,8.95965e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.718,0.015,0.0138455,5.30321e-05,8.95603e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.72,0.015,0.0138456,5.32112e-05,8.95087e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.722,0.015,0.0138457,5.339e-05,8.94419e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.724,0.015,0.0138458,5.35688e-05,8.93599e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.726,0.015,0.0138459,5.37473e-05,8.92631e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.728,0.015,0.013846,5.39256e-05,8.91514e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.73,0.015,0.0138462,5.41036e-05,8.90252e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.103
30.732,0.015,0.0138463,5.42814e-05,8.88845e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.734,0.015,0.0138464,5.44589e-05,8.87296e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.736,0.015,0.0138465,5.4636e-05,8.85605e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.738,0.015,0.0138466,5.48127e-05,8.83776e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.74,0.015,0.0138467,5.49891e-05,8.8181e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.742,0.015,0.0138468,5.5165e-05,8.79708e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.744,0.015,0.0138469,5.53405e-05,8.77472e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.746,0.015,0.013847,5.55156e-05,8.75106e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.748,0.015,0.0138471,5.56901e-05,8.72609e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.75,0.015,0.0138473,5.58641e-05,8.69984e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0515,49.0515,98.1031
30.752,0.015,0.0138474,5.60375e-05,8.67234e-05,126.307,126.307,76.3432,76.3433,98.1034,49.0517,49.0516,49.0516,98.1031
30.754,0.015,0.0138475,5.62104e-05,8.6436e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.756,0.015,0.0138476,5.63827e-05,8.61364e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.758,0.015,0.0138477,5.65543e-05,8.58248e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.76,0.015,0.0138478,5.67253e-05,8.55014e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.762,0.015,0.0138479,5.68957e-05,8.51664e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.764,0.015,0.013848,5.70653e-05,8.48201e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.766,0.015,0.0138482,5.72342e-05,8.44626e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.768,0.015,0.0138483,5.74024e-05,8.40941e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.77,0.015,0.0138484,5.75698e-05,8.37148e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.772,0.015,0.0138485,5.77365e-05,8.3325e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0517,49.0516,49.0516,98.1031
30.774,0.015,0.0138486,5.79023e-05,8.29248e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0516,49.0516,49.0516,98.1031
30.776,0.015,0.0138487,5.80674e-05,8.25145e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0516,49.0516,49.0516,98.1031
30.778,0.015,0.0138489,5.82316e-05,8.20943e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0516,49.0516,49.0516,98.1031
30.78,0.015,0.013849,5.83949e-05,8.16643e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0516,49.0516,49.0516,98.1031
30.782,0.015,0.0138491,5.85573e-05,8.12249e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0516,49.0516,49.0516,98.1031
30.784,0.015,0.0138492,5.87189e-05,8.07762e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0516,49.0516,49.0516,98.1032
30.786,0.015,0.0138493,5.88795e-05,8.03184e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0516,49.0516,49.0516,98.1032
30.788,0.015,0.0138494,5.90392e-05,7.98517e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0516,49.0516,49.0516,98.1032
30.79,0.015,0.0138496,5.9198e-05,7.93763e-05,126.307,126.307,76.3432,76.3432,98.1033,49.0516,49.0516,49.0516,98.1032
30.792,0.015,0.0138497,5.93558e-05,7.88926e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.794,0.015,0.0138498,5.95126e-05,7.84006e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.796,0.015,0.0138499,5.96684e-05,7.79006e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.798,0.015,0.01385,5.98231e-05,7.73927e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.8,0.015,0.0138502,5.99769e-05,7.68773e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.802,0.015,0.0138503,6.01296e-05,7.63545e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.804,0.015,0.0138504,6.02813e-05,7.58245e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.806,0.015,0.0138505,6.04318e-05,7.52876e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.808,0.015,0.0138506,6.05813e-05,7.4744e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.81,0.015,0.0138508,6.07297e-05,7.41937e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.812,0.015,0.0138509,6.0877e-05,7.36372e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.814,0.015,0.013851,6.10231e-05,7.30746e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.816,0.015,0.0138511,6.11681e-05,7.2506e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.818,0.015,0.0138513,6.1312e-05,7.19317e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.82,0.015,0.0138514,6.14547e-05,7.13519e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.822,0.015,0.0138515,6.15962e-05,7.07669e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.824,0.015,0.0138516,6.17366e-05,7.01767e-05,126.307,126.307,76.3432,76.3432,98.1032,49.0516,49.0516,49.0516,98.1032
30.826,0.015,0.0138517,6.18758e-05,6.95817e-05,126.307,126.307,76.3432,76.3432,98.1031,49.0516,49.0516,49.0516,98.1032
30.828,0.015,0.0138519,6.20137e-05,6.89819e-05,126.307,126.307,76.3432,76.3432,98.1031,49.0516,49.0516,49.0516,98.1032
30.83,0.015,0.013852,6.21505e-05,6.83777e-05,126.307,126.307,76.3432,76.3432,98.1031,49.0516,49.0516,49.0516,98.1032
30.832,0.015,0.0138521,6.2286e-05,6.77692e-05,126.307,126.307,76.3432,76.3432,98.1031,49.0516,49.0516,49.0516,98.1032
30.834,0.015,0.0138522,6.24203e-05,6.71566e-05,126.307,126.307,76.3432,76.3432,98.1031,49.0516,49.0516,49.0516,98.1032
30.836,0.015,0.0138524,6.25534e-05,6.65401e-05,126.307,126.307,76.3432,76.3432,98.1031,49.0516,49.0516,49.0516,98.1032
30.838,0.015,0.0138525,6.26853e-05,6.59199e-05,126.307,126.307,76.3432,76.3432,98.1031,49.0516,49.0516,49.0516,98.1032
30.84,0.015,0.0138526,6.28158e-05,6.52963e-05,126.307,126.307,76.3432,76.3432,98.1031,49.0516,49.0516,49.0516,98.1032
30.842,0.015,0.0138527,6.29452e-05,6.46693e-05,126.307,126.307,76.3433,76.3432,98.1031,49.0515,49.0516,49.0516,98.1032
30.844,0.015,0.0138529,6.30733e-05,6.40392e-05,126.307,126.307,76.3433,76.3432,98.1031,49.0515,49.0516,49.0516,98.1032
30.846,0.015,0.013853,6.32001e-05,6.34061e-05,126.307,126.307,76.3433,76.3432,98.1031,49.0515,49.0516,49.0516,98.1032
30.848,0.015,0.0138531,6.33256e-05,6.27703e-05,126.307,126.307,76.3433,76.3432,98.1031,49.0515,49.0516,49.0516,98.1032
30.85,0.015,0.0138533,6.34499e-05,6.2132e-05,126.307,126.307,76.3433,76.3432,98.1031,49.0515,49.0516,49.0516,98.1032
30.852,0.015,0.0138534,6.35729e-05,6.14913e-05,126.307,126.307,76.3433,76.3432,98.1031,49.0515,49.0516,49.0516,98.1032
30.854,0.015,0.0138535,6.36946e-05,6.08484e-05,126.307,126.307,76.3433,76.3432,98.1031,49.0515,49.0516,49.0516,98.1032
30.856,0.015,0.0138536,6.3815e-05,6.02035e-05,126.307,126.307,76.3433,76.3432,98.1031,49.0515,49.0516,49.0516,98.1031
30.858,0.015,0.0138538,6.39341e-05,5.95567e-05,126.307,126.307,76.3433,76.3432,98.1031,49.0515,49.0516,49.0516,98.1031
30.86,0.015,0.0138539,6.40519e-05,5.89083e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.862,0.015,0.013854,6.41684e-05,5.82585e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.864,0.015,0.0138541,6.42836e-05,5.76073e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.866,0.015,0.0138543,6.43975e-05,5.6955e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.868,0.015,0.0138544,6.45101e-05,5.63017e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.87,0.015,0.0138545,6.46214e-05,5.56477e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.872,0.015,0.0138547,6.47314e-05,5.4993e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.874,0.015,0.0138548,6.48401e-05,5.43378e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.876,0.015,0.0138549,6.49475e-05,5.36824e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.878,0.015,0.0138551,6.50535e-05,5.30268e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.88,0.015,0.0138552,6.51583e-05,5.23712e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.882,0.015,0.0138553,6.52617e-05,5.17158e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.884,0.015,0.0138554,6.53638e-05,5.10607e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.886,0.015,0.0138556,6.54646e-05,5.0406e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.888,0.015,0.0138557,6.55641e-05,4.9752e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.89,0.015,0.0138558,6.56623e-05,4.90988e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.892,0.015,0.013856,6.57592e-05,4.84465e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.894,0.015,0.0138561,6.58548e-05,4.77952e-05,126.307,126.307,76.3433,76.3432,98.103,49.0515,49.0516,49.0516,98.1031
30.896,0.015,0.0138562,6.59491e-05,4.71451e-05,126.307,126.307,76.3433,76.3432,98.1029,49.0515,49.0516,49.0516,98.1031
30.898,0.015,0.0138564,6.60421e-05,4.64963e-05,126.307,126.307,76.3433,76.3432,98.1029,49.0515,49.0516,49.0516,98.1031
30.9,0.015,0.0138565,6.61338e-05,4.5849e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0515,49.0516,49.0516,98.1031
30.902,0.015,0.0138566,6.62242e-05,4.52034e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0515,49.0515,49.0515,98.1031
30.904,0.015,0.0138568,6.63133e-05,4.45594e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0515,49.0515,49.0515,98.1031
30.906,0.015,0.0138569,6.64012e-05,4.39173e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0515,49.0515,49.0515,98.1031
30.908,0.015,0.013857,6.64877e-05,4.32772e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0515,49.0515,49.0515,98.1031
30.91,0.015,0.0138572,6.6573e-05,4.26391e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0515,49.0515,49.0515,98.1031
30.912,0.015,0.0138573,6.6657e-05,4.20033e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0515,49.0515,49.0515,98.1031
30.914,0.015,0.0138574,6.67397e-05,4.13699e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0515,49.0515,49.0515,98.1031
30.916,0.015,0.0138576,6.68212e-05,4.07389e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.1031
30.918,0.015,0.0138577,6.69014e-05,4.01105e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.1031
30.92,0.015,0.0138578,6.69804e-05,3.94848e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.1031
30.922,0.015,0.013858,6.70581e-05,3.88618e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.1031
30.924,0.015,0.0138581,6.71346e-05,3.82418e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.1031
30.926,0.015,0.0138582,6.72099e-05,3.76248e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.1031
30.928,0.015,0.0138584,6.72839e-05,3.70109e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.1031
30.93,0.015,0.0138585,6.73567e-05,3.64003e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.1031
30.932,0.015,0.0138586,6.74283e-05,3.57929e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.1031
30.934,0.015,0.0138588,6.74986e-05,3.51889e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.103
30.936,0.015,0.0138589,6.75678e-05,3.45885e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.103
30.938,0.015,0.013859,6.76358e-05,3.39916e-05,126.307,126.307,76.3433,76.3433,98.1029,49.0514,49.0515,49.0515,98.103
30.94,0.015,0.0138592,6.77026e-05,3.33984e-05,126.307,126.307,76.3433,76.3433,98.1028,49.0514,49.0515,49.0515,98.103
30.942,0.015,0.0138593,6.77682e-05,3.2809e-05,126.307,126.307,76.3433,76.3433,98.1028,49.0514,49.0515,49.0515,98.103
30.944,0.015,0.0138594,6.78327e-05,3.22234e-05,126.307,126.307,76.3433,76.3433,98.1028,49.0514,49.0515,49.0515,98.103
30.946,0.015,0.0138596,6.78959e-05,3.16418e-05,126.307,126.307,76.3433,76.3433,98.1028,49.0514,49.0515,49.0515,98.103
30.948,0.015,0.0138597,6.79581e-05,3.10641e-05,126.307,126.307,76.3433,76.3433,98.1028,49.0514,49.0515,49.0515,98.103
