t,theta_ref_deg,theta_deg,omega_degps,alpha,P_pos_sp,P_pos,P_neg_sp,P_neg,F_req,F_pos,F_neg,F_net,tau_act,tau_grav
0.392,10,10,5.75849e-14,-8.04037e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.394,10,10,5.66781e-14,-7.91375e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.396,10,10,5.57855e-14,-7.78912e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.398,10,10,5.4907e-14,-7.66646e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.4,10,10,5.40423e-14,-7.54573e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.402,10,10,5.31912e-14,-7.4269e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.404,10,10,5.23536e-14,-7.30994e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.406,10,10,5.15291e-14,-7.19482e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.408,10,10,5.07176e-14,-7.08152e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.41,10,10,4.99189e-14,-6.97e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.412,10,10,4.91328e-14,-6.86023e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.414,10,10,4.83591e-14,-6.7522e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.416,10,10,4.75975e-14,-6.64586e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.418,10,10,4.68479e-14,-6.54121e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.42,10,10,4.61102e-14,-6.43819e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.422,10,10,4.5384e-14,-6.33681e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.424,10,10,4.46693e-14,-6.23701e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.426,10,10,4.39659e-14,-6.13879e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.428,10,10,4.32735e-14,-6.04212e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.43,10,10,4.2592e-14,-5.94697e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.432,10,10,4.19213e-14,-5.85331e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.434,10,10,4.12611e-14,-5.76114e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.436,10,10,4.06113e-14,-5.67041e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.438,10,10,3.99718e-14,-5.58111e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.44,10,10,3.93423e-14,-5.49322e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.442,10,10,3.87227e-14,-5.40671e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.444,10,10,3.81129e-14,-5.32157e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.446,10,10,3.75127e-14,-5.23776e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.448,10,10,3.6922e-14,-5.15528e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.45,10,10,3.63405e-14,-5.07409e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.452,10,10,3.57682e-14,-4.99419e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.454,10,10,3.52049e-14,-4.91554e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.456,10,10,3.46505e-14,-4.83813e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.458,10,10,3.41049e-14,-4.76194e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.46,10,10,3.35678e-14,-4.68695e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.462,10,10,3.30392e-14,-4.61314e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.464,10,10,3.25188e-14,-4.54049e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.466,10,10,3.20067e-14,-4.46898e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.468,10,10,3.15027e-14,-4.39861e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.47,10,10,3.10066e-14,-4.32934e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.472,10,10,3.05183e-14,-4.26116e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.474,10,10,3.00377e-14,-4.19405e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.476,10,10,2.95647e-14,-4.12801e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.478,10,10,2.90991e-14,-4.063e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.48,10,10,2.86408e-14,-3.99901e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.482,10,10,2.81898e-14,-3.93604e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.484,10,10,2.77459e-14,-3.87405e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.486,10,10,2.73089e-14,-3.81304e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.488,10,10,2.68788e-14,-3.753e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.49,10,10,2.64556e-14,-3.69389e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.492,10,10,2.60389e-14,-3.63572e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.494,10,10,2.56289e-14,-3.57847e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.496,10,10,2.52253e-14,-3.52211e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.498,10,10,2.4828e-14,-3.46665e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.5,10,10,2.4437e-14,-3.41205e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.502,10,10,2.40522e-14,-3.35832e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.504,10,10,2.36734e-14,-3.30543e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.506,10,10,2.33006e-14,-3.25338e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.508,10,10,2.29337e-14,-3.20214e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.51,10,10,2.25725e-14,-3.15172e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.512,10,10,2.2217e-14,-3.10208e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.514,10,10,2.18672e-14,-3.05323e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.516,10,10,2.15228e-14,-3.00515e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.518,10,10,2.11839e-14,-2.95782e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.52,10,10,2.08503e-14,-2.91124e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.522,10,10,2.05219e-14,-2.8654e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.524,10,10,2.01987e-14,-2.82027e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.526,10,10,1.98806e-14,-2.77586e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.528,10,10,1.95676e-14,-2.73215e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.53,10,10,1.92594e-14,-2.68912e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.532,10,10,1.89561e-14,-2.64677e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.534,10,10,1.86576e-14,-2.60509e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.536,10,10,1.83638e-14,-2.56407e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.538,10,10,1.80746e-14,-2.52369e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.54,10,10,1.77899e-14,-2.48394e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.542,10,10,1.75098e-14,-2.44483e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.544,10,10,1.7234e-14,-2.40632e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.546,10,10,1.69626e-14,-2.36843e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.548,10,10,1.66955e-14,-2.33113e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.55,10,10,1.64326e-14,-2.29442e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.552,10,10,1.61738e-14,-2.25829e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.554,10,10,1.59191e-14,-2.22272e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.556,10,10,1.56684e-14,-2.18772e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.558,10,10,1.54217e-14,-2.15327e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.56,10,10,1.51788e-14,-2.11936e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.562,10,10,1.49398e-14,-2.08598e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.564,10,10,1.47045e-14,-2.05313e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.566,10,10,1.44729e-14,-2.0208e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.568,10,10,1.4245e-14,-1.98898e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.57,10,10,1.40207e-14,-1.95765e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.572,10,10,1.37999e-14,-1.92683e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.574,10,10,1.35825e-14,-1.89648e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.576,10,10,1.33686e-14,-1.86662e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.578,10,10,1.31581e-14,-1.83722e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.58,10,10,1.29509e-14,-1.80829e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.582,10,10,1.2747e-14,-1.77981e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.584,10,10,1.25462e-14,-1.75178e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.586,10,10,1.23486e-14,-1.72419e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.588,10,10,1.21542e-14,-1.69704e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.59,10,10,1.19628e-14,-1.67032e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.592,10,10,1.17744e-14,-1.64401e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.594,10,10,1.1589e-14,-1.61812e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.596,10,10,1.14064e-14,-1.59264e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.598,10,10,1.12268e-14,-1.56756e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.6,10,10,1.105e-14,-1.54287e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.602,10,10,1.0876e-14,-1.51858e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.604,10,10,1.07047e-14,-1.49466e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.606,10,10,1.05361e-14,-1.47112e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.608,10,10,1.03702e-14,-1.44796e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.61,10,10,1.02069e-14,-1.42515e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.612,10,10,1.00462e-14,-1.40271e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.614,10,10,9.88797e-15,-1.38062e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.616,10,10,9.73225e-15,-1.35888e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.618,10,10,9.57899e-15,-1.33748e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.62,10,10,9.42814e-15,-1.31642e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.622,10,10,9.27966e-15,-1.29569e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.624,10,10,9.13353e-15,-1.27528e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.626,10,10,8.98969e-15,-1.2552e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.628,10,10,8.84812e-15,-1.23543e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.63,10,10,8.70878e-15,-1.21598e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.632,10,10,8.57164e-15,-1.19683e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.634,10,10,8.43665e-15,-1.17798e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.636,10,10,8.30379e-15,-1.15943e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.638,10,10,8.17302e-15,-1.14117e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.64,10,10,8.04431e-15,-1.1232e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.642,10,10,7.91763e-15,-1.10551e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.644,10,10,7.79294e-15,-1.0881e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.646,10,10,7.67022e-15,-1.07096e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.648,10,10,7.54943e-15,-1.0541e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.65,10,10,7.43054e-15,-1.0375e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.652,10,10,7.31352e-15,-1.02116e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.654,10,10,7.19835e-15,-1.00508e-15,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.656,10,10,7.08499e-15,-9.89251e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.658,10,10,6.97341e-15,-9.73672e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.66,10,10,6.8636e-15,-9.58339e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.662,10,10,6.75551e-15,-9.43247e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.664,10,10,6.64912e-15,-9.28393e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.666,10,10,6.54441e-15,-9.13772e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.668,10,10,6.44135e-15,-8.99382e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.67,10,10,6.33991e-15,-8.85219e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.672,10,10,6.24007e-15,-8.71278e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.674,10,10,6.1418e-15,-8.57557e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.676,10,10,6.04508e-15,-8.44053e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.678,10,10,5.94988e-15,-8.3076e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.68,10,10,5.85618e-15,-8.17678e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.682,10,10,5.76396e-15,-8.04801e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.684,10,10,5.67319e-15,-7.92127e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.686,10,10,5.58385e-15,-7.79652e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.688,10,10,5.49591e-15,-7.67374e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.69,10,10,5.40936e-15,-7.5529e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.692,10,10,5.32418e-15,-7.43395e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.694,10,10,5.24033e-15,-7.31688e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.696,10,10,5.15781e-15,-7.20166e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.698,10,10,5.07658e-15,-7.08824e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.7,10,10,4.99664e-15,-6.97662e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.702,10,10,4.91795e-15,-6.86675e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.704,10,10,4.8405e-15,-6.75861e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.706,10,10,4.76427e-15,-6.65218e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.708,10,10,4.68924e-15,-6.54742e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.71,10,10,4.6154e-15,-6.44431e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.712,10,10,4.54271e-15,-6.34283e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.714,10,10,4.47118e-15,-6.24294e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.716,10,10,4.40076e-15,-6.14462e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.718,10,10,4.33146e-15,-6.04786e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.72,10,10,4.26325e-15,-5.95262e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.722,10,10,4.19611e-15,-5.85887e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.724,10,10,4.13003e-15,-5.76661e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.726,10,10,4.06499e-15,-5.6758e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.728,10,10,4.00097e-15,-5.58641e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.73,10,10,3.93797e-15,-5.49844e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.732,10,10,3.87595e-15,-5.41185e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.734,10,10,3.81491e-15,-5.32662e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.736,10,10,3.75484e-15,-5.24274e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.738,10,10,3.6957e-15,-5.16018e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.74,10,10,3.6375e-15,-5.07891e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.742,10,10,3.58022e-15,-4.99893e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.744,10,10,3.52384e-15,-4.92021e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.746,10,10,3.46835e-15,-4.84272e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.748,10,10,3.41373e-15,-4.76646e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
0.75,10,10,3.35997e-15,-4.6914e-16,101.976,101.976,100.674,100.674,2.55523,1.27762,1.27762,2.55523,0.127762,0.127762
